,date,open,high,low,close,volume
83,2022-01-18T21:00:00.000Z,169.95,169.95,169.95,169.95,0.0
84,2022-01-19T15:00:00.000Z,170.94,171.065,168.645,168.9,168185.0
85,2022-01-19T16:00:00.000Z,168.9,169.23,167.36,168.32,172722.0
86,2022-01-19T17:00:00.000Z,168.33,169.35,168.33,169.1,90110.0
87,2022-01-19T18:00:00.000Z,169.075,169.44,168.385,168.46,67747.0
88,2022-01-19T19:00:00.000Z,168.435,168.615,167.55,167.985,110949.0
89,2022-01-19T20:00:00.000Z,167.95,168.265,166.0,166.21,255967.0
90,2022-01-19T21:00:00.000Z,166.07,166.07,166.07,166.07,100.0
91,2022-01-20T15:00:00.000Z,168.875,169.63,168.47,169.22,222500.0
92,2022-01-20T16:00:00.000Z,169.24,169.535,168.8,169.11,140277.0
93,2022-01-20T17:00:00.000Z,169.115,169.24,168.5,168.62,120747.0
94,2022-01-20T18:00:00.000Z,168.64,168.64,167.165,167.4,140791.0
95,2022-01-20T19:00:00.000Z,167.4,167.89,166.39,166.67,150329.0
96,2022-01-20T20:00:00.000Z,166.655,166.96,164.275,164.61,332517.0
97,2022-01-20T21:00:00.000Z,164.61,164.61,164.61,164.61,0.0
98,2022-01-21T15:00:00.000Z,163.54,165.835,162.97,165.16,254780.0
99,2022-01-21T16:00:00.000Z,165.23,166.33,164.03,164.43,130655.0
100,2022-01-21T17:00:00.000Z,164.39,164.67,163.25,163.965,136353.0
101,2022-01-21T18:00:00.000Z,163.945,164.77,163.37,163.785,105476.0
102,2022-01-21T19:00:00.000Z,163.79,164.32,163.095,163.115,168189.0
103,2022-01-21T20:00:00.000Z,163.115,163.86,162.34,162.42,331408.0
104,2022-01-21T21:00:00.000Z,162.42,162.42,162.42,162.42,0.0
105,2022-01-24T15:00:00.000Z,159.4,160.08,157.765,158.48,376848.0
106,2022-01-24T16:00:00.000Z,158.475,158.485,156.4,157.19,338305.0
107,2022-01-24T17:00:00.000Z,157.18,157.4,154.71,156.95,300586.0
108,2022-01-24T18:00:00.000Z,156.915,158.88,156.79,158.825,135008.0
109,2022-01-24T19:00:00.000Z,158.88,159.58,156.03,157.83,169818.0
110,2022-01-24T20:00:00.000Z,157.83,162.26,157.405,162.23,216244.0
111,2022-01-24T21:00:00.000Z,162.23,162.23,162.23,162.23,0.0
112,2022-01-25T15:00:00.000Z,157.615,159.76,157.045,158.425,132804.0
113,2022-01-25T16:00:00.000Z,158.4,158.92,157.23,157.38,97220.0
114,2022-01-25T17:00:00.000Z,157.375,158.94,157.16,158.34,99089.0
115,2022-01-25T18:00:00.000Z,158.36,160.53,157.95,160.49,104824.0
116,2022-01-25T19:00:00.000Z,160.49,162.725,159.84,162.49,232237.0
117,2022-01-25T20:00:00.000Z,162.47,162.55,159.43,159.91,174824.0
118,2022-01-25T21:00:00.000Z,159.91,159.91,159.91,159.91,0.0
119,2022-01-26T15:00:00.000Z,162.16,162.95,161.375,162.2,342435.0
120,2022-01-26T16:00:00.000Z,162.19,163.13,161.77,162.83,128917.0
121,2022-01-26T17:00:00.000Z,162.835,163.56,162.73,163.235,132186.0
122,2022-01-26T18:00:00.000Z,163.245,163.275,162.595,162.78,254600.0
123,2022-01-26T19:00:00.000Z,162.78,164.32,159.105,160.555,327380.0
124,2022-01-26T20:00:00.000Z,160.44,160.465,157.85,159.47,284983.0
125,2022-01-26T21:00:00.000Z,159.47,159.47,159.47,159.47,0.0
126,2022-01-27T15:00:00.000Z,163.07,163.8,161.68,162.975,225015.0
127,2022-01-27T16:00:00.000Z,162.95,163.39,162.19,162.655,178064.0
128,2022-01-27T17:00:00.000Z,162.665,162.68,160.095,160.915,237416.0
129,2022-01-27T18:00:00.000Z,160.86,161.14,158.635,159.76,268178.0
130,2022-01-27T19:00:00.000Z,159.77,160.635,158.78,159.375,237243.0
131,2022-01-27T20:00:00.000Z,159.375,159.97,158.3,158.895,521764.0
132,2022-01-27T21:00:00.000Z,158.895,158.895,158.895,158.895,0.0
133,2022-01-28T15:00:00.000Z,164.475,166.85,164.025,166.83,520826.0
134,2022-01-28T16:00:00.000Z,166.845,168.74,166.67,168.72,462308.0
135,2022-01-28T17:00:00.000Z,168.78,169.13,167.72,168.13,350859.0
136,2022-01-28T18:00:00.000Z,168.12,168.845,167.75,168.47,162707.0
137,2022-01-28T19:00:00.000Z,168.48,168.76,166.55,167.83,246418.0
138,2022-01-28T20:00:00.000Z,167.92,170.35,167.75,170.35,993059.0
139,2022-01-28T21:00:00.000Z,170.12,170.26,170.12,170.26,69.0
140,2022-01-31T15:00:00.000Z,172.62,173.62,172.28,173.075,329559.0
141,2022-01-31T16:00:00.000Z,173.085,173.58,172.39,173.31,223010.0
142,2022-01-31T17:00:00.000Z,173.305,173.335,172.37,172.98,165269.0
143,2022-01-31T18:00:00.000Z,172.97,173.54,172.705,173.28,147493.0
144,2022-01-31T19:00:00.000Z,173.29,173.735,173.16,173.48,134890.0
145,2022-01-31T20:00:00.000Z,173.49,174.925,172.79,174.59,485822.0
146,2022-01-31T21:00:00.000Z,174.59,174.59,174.59,174.59,0.0
147,2022-02-01T15:00:00.000Z,173.315,173.75,172.36,173.75,192765.0
148,2022-02-01T16:00:00.000Z,173.695,174.4,173.51,174.21,123851.0
149,2022-02-01T17:00:00.000Z,174.205,174.25,172.98,173.38,126493.0
150,2022-02-01T18:00:00.000Z,173.39,173.39,172.59,173.055,99658.0
151,2022-02-01T19:00:00.000Z,173.08,173.32,172.51,173.17,73466.0
152,2022-02-01T20:00:00.000Z,173.16,174.81,173.11,174.55,190423.0
153,2022-02-01T21:00:00.000Z,174.55,174.55,174.55,174.55,0.0
154,2022-02-02T15:00:00.000Z,174.725,175.56,174.36,174.69,203025.0
155,2022-02-02T16:00:00.000Z,174.675,174.86,173.35,174.35,119261.0
156,2022-02-02T17:00:00.000Z,174.37,175.02,174.07,175.03,111165.0
157,2022-02-02T18:00:00.000Z,175.015,175.015,174.305,174.775,218554.0
158,2022-02-02T19:00:00.000Z,174.77,175.365,174.29,175.06,161148.0
159,2022-02-02T20:00:00.000Z,175.06,175.875,174.88,175.67,237684.0
160,2022-02-02T21:00:00.000Z,175.67,175.67,175.67,175.67,0.0
161,2022-02-03T15:00:00.000Z,174.76,176.245,174.45,175.25,176446.0
162,2022-02-03T16:00:00.000Z,175.26,176.03,174.545,174.55,122063.0
163,2022-02-03T17:00:00.000Z,174.545,175.435,174.37,175.315,103900.0
164,2022-02-03T18:00:00.000Z,175.305,176.005,174.905,175.54,111348.0
165,2022-02-03T19:00:00.000Z,175.51,175.79,174.33,174.46,92739.0
166,2022-02-03T20:00:00.000Z,174.47,174.94,172.32,172.91,354608.0
167,2022-02-03T21:00:00.000Z,172.91,172.91,172.91,172.91,0.0
168,2022-02-04T15:00:00.000Z,172.18,172.9,171.03,171.22,177769.0
169,2022-02-04T16:00:00.000Z,171.235,172.62,170.81,172.06,169614.0
170,2022-02-04T17:00:00.000Z,172.1,172.605,171.69,172.46,110953.0
171,2022-02-04T18:00:00.000Z,172.475,173.745,172.46,173.31,120032.0
172,2022-02-04T19:00:00.000Z,173.33,173.49,172.53,173.225,121859.0
173,2022-02-04T20:00:00.000Z,173.225,174.09,172.32,172.34,194196.0
174,2022-02-04T21:00:00.000Z,172.34,172.34,172.34,172.34,0.0
175,2022-02-07T15:00:00.000Z,173.47,173.935,172.82,173.01,147672.0
176,2022-02-07T16:00:00.000Z,173.015,173.18,171.73,172.06,114175.0
177,2022-02-07T17:00:00.000Z,172.06,172.44,171.535,171.885,102091.0
178,2022-02-07T18:00:00.000Z,171.88,172.715,171.78,172.61,71120.0
179,2022-02-07T19:00:00.000Z,172.615,172.83,171.97,172.6,72202.0
180,2022-02-07T20:00:00.000Z,172.6,173.025,170.95,171.67,199411.0
181,2022-02-07T21:00:00.000Z,171.78,171.78,171.78,171.78,100.0
182,2022-02-08T15:00:00.000Z,172.085,172.84,171.45,172.67,139441.0
183,2022-02-08T16:00:00.000Z,172.67,174.2,172.67,173.875,137875.0
184,2022-02-08T17:00:00.000Z,173.875,175.26,173.7,174.645,229247.0
185,2022-02-08T18:00:00.000Z,174.635,174.795,174.125,174.59,118366.0
186,2022-02-08T19:00:00.000Z,174.585,174.81,173.73,173.94,82865.0
187,2022-02-08T20:00:00.000Z,173.94,175.35,173.645,174.71,259945.0
188,2022-02-08T21:00:00.000Z,174.71,174.71,174.71,174.71,0.0
189,2022-02-09T15:00:00.000Z,175.24,176.15,175.21,175.77,142205.0
190,2022-02-09T16:00:00.000Z,175.78,175.96,175.23,175.43,129395.0
191,2022-02-09T17:00:00.000Z,175.43,175.86,175.31,175.81,121658.0
192,2022-02-09T18:00:00.000Z,175.82,175.91,175.45,175.61,64375.0
193,2022-02-09T19:00:00.000Z,175.605,176.115,175.6,175.65,92576.0
194,2022-02-09T20:00:00.000Z,175.645,176.255,174.95,176.16,288401.0
195,2022-02-09T21:00:00.000Z,176.16,176.16,176.16,176.16,0.0
196,2022-02-10T15:00:00.000Z,175.09,175.47,174.29,174.41,212681.0
197,2022-02-10T16:00:00.000Z,174.415,175.0,173.8,174.82,131167.0
198,2022-02-10T17:00:00.000Z,174.855,175.05,173.415,174.1,118281.0
199,2022-02-10T18:00:00.000Z,174.09,174.51,172.78,173.44,136290.0
200,2022-02-10T19:00:00.000Z,173.43,173.55,172.525,172.795,183645.0
201,2022-02-10T20:00:00.000Z,172.825,173.14,171.605,172.33,326047.0
202,2022-02-10T21:00:00.000Z,172.15,172.15,172.15,172.15,103.0
203,2022-02-11T15:00:00.000Z,171.83,172.69,171.04,172.08,209790.0
204,2022-02-11T16:00:00.000Z,172.04,172.55,171.31,171.79,134803.0
205,2022-02-11T17:00:00.000Z,171.735,172.15,171.35,171.515,79414.0
206,2022-02-11T18:00:00.000Z,171.51,171.84,168.905,169.16,166523.0
207,2022-02-11T19:00:00.000Z,169.21,170.005,168.295,168.83,144226.0
208,2022-02-11T20:00:00.000Z,168.805,169.7,168.07,168.58,276319.0
209,2022-02-11T21:00:00.000Z,168.52,168.52,168.52,168.52,60.0
210,2022-02-14T15:00:00.000Z,168.41,168.765,167.59,167.86,154744.0
211,2022-02-14T16:00:00.000Z,167.885,169.19,167.81,168.87,139737.0
212,2022-02-14T17:00:00.000Z,168.875,169.46,168.725,169.285,96214.0
213,2022-02-14T18:00:00.000Z,169.28,169.545,166.89,166.91,113411.0
214,2022-02-14T19:00:00.000Z,166.905,168.555,166.57,168.14,114293.0
215,2022-02-14T20:00:00.000Z,168.17,169.3,167.75,168.94,363909.0
216,2022-02-14T21:00:00.000Z,168.94,168.94,168.94,168.94,0.0
217,2022-02-15T15:00:00.000Z,170.9,171.355,170.5,171.18,128305.0
218,2022-02-15T16:00:00.000Z,171.19,171.705,171.07,171.52,123012.0
219,2022-02-15T17:00:00.000Z,171.555,171.645,170.36,170.56,116447.0
220,2022-02-15T18:00:00.000Z,170.565,172.03,170.53,171.76,112481.0
221,2022-02-15T19:00:00.000Z,171.775,172.27,171.39,171.96,115048.0
222,2022-02-15T20:00:00.000Z,171.99,172.905,171.765,172.745,323471.0
223,2022-02-15T21:00:00.000Z,172.67,172.67,172.67,172.67,100.0
224,2022-02-16T15:00:00.000Z,170.57,171.215,170.28,171.035,150943.0
225,2022-02-16T16:00:00.000Z,171.05,171.175,170.365,171.085,79886.0
226,2022-02-16T17:00:00.000Z,171.11,171.405,170.22,170.685,85485.0
227,2022-02-16T18:00:00.000Z,170.66,170.895,170.55,170.84,52923.0
228,2022-02-16T19:00:00.000Z,170.765,172.87,170.57,172.86,157034.0
229,2022-02-16T20:00:00.000Z,172.89,173.33,172.355,172.49,238822.0
230,2022-02-16T21:00:00.000Z,172.49,172.49,172.49,172.49,0.0
231,2022-02-17T15:00:00.000Z,171.21,171.87,170.86,171.35,269347.0
232,2022-02-17T16:00:00.000Z,171.325,171.58,171.0,171.2,118475.0
233,2022-02-17T17:00:00.000Z,171.2,171.25,170.79,170.99,80729.0
234,2022-02-17T18:00:00.000Z,170.98,171.06,170.195,170.43,128984.0
235,2022-02-17T19:00:00.000Z,170.425,170.425,169.315,169.52,160921.0
236,2022-02-17T20:00:00.000Z,169.525,169.55,168.49,168.92,291689.0
237,2022-02-17T21:00:00.000Z,168.92,168.92,168.92,168.92,0.0
238,2022-02-18T15:00:00.000Z,169.04,169.095,167.685,168.06,163256.0
239,2022-02-18T16:00:00.000Z,168.05,168.345,167.21,167.31,148865.0
240,2022-02-18T17:00:00.000Z,167.355,168.07,166.635,166.65,119860.0
241,2022-02-18T18:00:00.000Z,166.67,167.29,166.21,167.06,105646.0
242,2022-02-18T19:00:00.000Z,167.06,168.6,167.055,168.28,139505.0
243,2022-02-18T20:00:00.000Z,168.295,168.64,166.78,167.175,236321.0
244,2022-02-18T21:00:00.000Z,167.175,167.175,167.175,167.175,0.0
245,2022-02-21T15:00:00.000Z,167.175,167.175,167.175,167.175,0.0
246,2022-02-21T16:00:00.000Z,167.175,167.175,167.175,167.175,0.0
247,2022-02-21T17:00:00.000Z,167.175,167.175,167.175,167.175,0.0
248,2022-02-21T18:00:00.000Z,167.175,167.175,167.175,167.175,0.0
249,2022-02-21T19:00:00.000Z,167.175,167.175,167.175,167.175,0.0
250,2022-02-21T20:00:00.000Z,167.175,167.175,167.175,167.175,0.0
251,2022-02-21T21:00:00.000Z,167.175,167.175,167.175,167.175,0.0
252,2022-02-22T15:00:00.000Z,165.725,166.67,164.6,164.665,206516.0
253,2022-02-22T16:00:00.000Z,164.67,165.32,164.445,164.695,181858.0
254,2022-02-22T17:00:00.000Z,164.685,165.01,163.9,164.085,173971.0
255,2022-02-22T18:00:00.000Z,164.1,164.35,162.72,162.93,132006.0
256,2022-02-22T19:00:00.000Z,162.93,164.45,162.155,164.15,200626.0
257,2022-02-22T20:00:00.000Z,164.205,165.34,163.49,164.38,227689.0
258,2022-02-22T21:00:00.000Z,164.38,164.38,164.38,164.38,0.0
259,2022-02-23T15:00:00.000Z,164.525,164.65,163.345,163.48,183339.0
260,2022-02-23T16:00:00.000Z,163.455,163.97,162.78,163.83,164941.0
261,2022-02-23T17:00:00.000Z,163.835,164.45,163.19,163.305,103676.0
262,2022-02-23T18:00:00.000Z,163.3,163.3,161.82,162.2,161164.0
263,2022-02-23T19:00:00.000Z,162.195,162.43,160.7,160.96,138000.0
264,2022-02-23T20:00:00.000Z,160.95,161.065,159.75,160.15,387996.0
265,2022-02-23T21:00:00.000Z,160.15,160.15,160.15,160.15,0.0
266,2022-02-24T15:00:00.000Z,156.48,157.75,154.985,156.84,362581.0
267,2022-02-24T16:00:00.000Z,156.91,158.68,156.75,158.45,206175.0
268,2022-02-24T17:00:00.000Z,158.44,158.82,156.775,157.155,160851.0
269,2022-02-24T18:00:00.000Z,157.185,159.92,156.92,158.84,171430.0
270,2022-02-24T19:00:00.000Z,158.835,160.9,158.385,160.49,163330.0
271,2022-02-24T20:00:00.000Z,160.49,162.75,160.28,162.69,286944.0
272,2022-02-24T21:00:00.000Z,162.34,162.34,162.34,162.34,1.0
273,2022-02-25T15:00:00.000Z,161.245,163.525,160.88,163.16,234089.0
274,2022-02-25T16:00:00.000Z,163.155,164.65,162.87,164.55,258121.0
275,2022-02-25T17:00:00.000Z,164.585,164.84,163.85,164.08,178549.0
276,2022-02-25T18:00:00.000Z,164.075,165.0,163.49,164.54,150395.0
277,2022-02-25T19:00:00.000Z,164.555,165.0,163.99,164.425,153429.0
278,2022-02-25T20:00:00.000Z,164.43,165.04,163.98,164.89,279866.0
279,2022-02-25T21:00:00.000Z,164.89,164.89,164.89,164.89,0.0
280,2022-02-28T15:00:00.000Z,164.69,165.13,163.22,164.84,183460.0
281,2022-02-28T16:00:00.000Z,164.9,165.41,164.61,164.97,180339.0
282,2022-02-28T17:00:00.000Z,164.96,165.21,163.71,164.095,163417.0
283,2022-02-28T18:00:00.000Z,164.085,164.925,163.775,164.26,102390.0
284,2022-02-28T19:00:00.000Z,164.26,164.26,162.44,163.44,132705.0
285,2022-02-28T20:00:00.000Z,163.43,165.27,162.65,165.15,354836.0
286,2022-02-28T21:00:00.000Z,165.15,165.15,165.15,165.15,0.0
287,2022-03-01T15:00:00.000Z,165.76,166.6,164.95,165.16,173702.0
288,2022-03-01T16:00:00.000Z,165.165,165.75,163.34,163.61,164239.0
289,2022-03-01T17:00:00.000Z,163.57,164.39,163.03,164.13,126770.0
290,2022-03-01T18:00:00.000Z,164.1,164.37,162.52,162.995,118141.0
291,2022-03-01T19:00:00.000Z,163.0,163.505,162.58,162.725,117706.0
292,2022-03-01T20:00:00.000Z,162.725,163.88,161.98,163.14,227898.0
293,2022-03-01T21:00:00.000Z,163.14,163.14,163.14,163.14,0.0
294,2022-03-02T15:00:00.000Z,164.08,165.17,162.96,164.6,160204.0
295,2022-03-02T16:00:00.000Z,164.61,166.46,164.19,165.9,156565.0
296,2022-03-02T17:00:00.000Z,165.89,166.725,165.71,166.18,149034.0
297,2022-03-02T18:00:00.000Z,166.19,167.0,166.19,166.69,106144.0
298,2022-03-02T19:00:00.000Z,166.725,167.25,166.61,166.76,116317.0
299,2022-03-02T20:00:00.000Z,166.73,167.33,166.44,166.46,271558.0
300,2022-03-02T21:00:00.000Z,166.46,166.46,166.46,166.46,0.0
301,2022-03-03T15:00:00.000Z,168.08,168.395,166.02,166.02,128635.0
302,2022-03-03T16:00:00.000Z,166.03,167.01,165.73,166.82,167080.0
303,2022-03-03T17:00:00.000Z,166.82,167.9,166.15,167.1,108948.0
304,2022-03-03T18:00:00.000Z,166.99,167.79,166.92,167.37,98096.0
305,2022-03-03T19:00:00.000Z,167.36,167.88,166.6,166.68,107010.0
306,2022-03-03T20:00:00.000Z,166.65,166.71,165.555,166.25,205252.0
307,2022-03-03T21:00:00.000Z,166.25,166.25,166.25,166.25,0.0
308,2022-03-04T15:00:00.000Z,165.03,165.31,162.19,162.58,272366.0
309,2022-03-04T16:00:00.000Z,162.6,163.15,162.095,162.77,226941.0
310,2022-03-04T17:00:00.000Z,162.77,163.94,162.515,163.685,186407.0
311,2022-03-04T18:00:00.000Z,163.69,164.455,163.07,163.08,121166.0
312,2022-03-04T19:00:00.000Z,163.165,163.67,162.52,162.61,115588.0
313,2022-03-04T20:00:00.000Z,162.6,163.5,162.135,163.15,294838.0
314,2022-03-04T21:00:00.000Z,163.15,163.15,163.15,163.15,0.0
315,2022-03-07T15:00:00.000Z,162.65,162.905,161.39,162.36,222961.0
316,2022-03-07T16:00:00.000Z,162.37,163.985,162.255,163.06,256385.0
317,2022-03-07T17:00:00.000Z,163.05,163.05,161.38,161.57,152762.0
318,2022-03-07T18:00:00.000Z,161.57,162.18,160.905,161.14,157559.0
319,2022-03-07T19:00:00.000Z,161.155,161.68,160.19,160.39,197218.0
320,2022-03-07T20:00:00.000Z,160.4,160.555,159.1,159.42,437085.0
321,2022-03-07T21:00:00.000Z,159.42,159.42,159.42,159.42,0.0
322,2022-03-08T15:00:00.000Z,159.245,159.26,156.08,157.99,268090.0
323,2022-03-08T16:00:00.000Z,157.995,158.37,155.8,156.91,217289.0
324,2022-03-08T17:00:00.000Z,156.935,162.11,156.845,161.75,193560.0
325,2022-03-08T18:00:00.000Z,161.765,162.88,158.61,158.64,244731.0
326,2022-03-08T19:00:00.000Z,158.62,160.0,157.945,159.44,157411.0
327,2022-03-08T20:00:00.000Z,159.445,160.5,157.115,157.29,313677.0
328,2022-03-08T21:00:00.000Z,157.37,157.37,157.37,157.37,80.0
329,2022-03-09T15:00:00.000Z,160.42,162.245,160.16,162.06,222715.0
330,2022-03-09T16:00:00.000Z,162.14,162.14,161.04,162.0,221986.0
331,2022-03-09T17:00:00.000Z,162.0,162.68,161.58,162.66,214364.0
332,2022-03-09T18:00:00.000Z,162.665,162.675,161.57,161.99,145000.0
333,2022-03-09T19:00:00.000Z,162.0,163.0,161.84,162.56,213568.0
334,2022-03-09T20:00:00.000Z,162.575,163.4,162.285,162.87,425182.0
335,2022-03-09T21:00:00.000Z,162.87,162.87,162.87,162.87,0.0
336,2022-03-10T15:00:00.000Z,158.93,158.945,157.615,157.8,211651.0
337,2022-03-10T16:00:00.000Z,157.775,157.775,156.41,157.37,363636.0
338,2022-03-10T17:00:00.000Z,157.36,157.49,156.01,156.065,194697.0
339,2022-03-10T18:00:00.000Z,156.045,157.715,155.98,157.555,249051.0
340,2022-03-10T19:00:00.000Z,157.55,159.18,157.42,159.01,165785.0
341,2022-03-10T20:00:00.000Z,159.03,159.08,157.445,158.47,284876.0
342,2022-03-10T21:00:00.000Z,158.47,158.47,158.47,158.47,0.0
343,2022-03-11T15:00:00.000Z,157.635,158.13,156.96,157.89,182072.0
344,2022-03-11T16:00:00.000Z,157.855,157.885,154.79,155.515,305535.0
345,2022-03-11T17:00:00.000Z,155.5,155.6,154.75,155.38,217039.0
346,2022-03-11T18:00:00.000Z,155.38,156.78,155.28,156.09,210373.0
347,2022-03-11T19:00:00.000Z,156.09,156.56,155.63,155.89,117906.0
348,2022-03-11T20:00:00.000Z,155.91,156.01,154.505,154.775,270453.0
349,2022-03-11T21:00:00.000Z,154.93,154.93,154.93,154.93,100.0
